path,width,height,aspect
data/raw/images/БП12-Г01-0767_orig.jpg,923,1920,0.48072916666666665
data/raw/images/БП12-Г01-0774_orig.jpg,1080,532,2.030075187969925
data/raw/images/БП12-Г01-0783_orig.jpg,1080,1655,0.6525679758308157
data/raw/images/БП12-Г01-0784_orig.jpg,989,1920,0.5151041666666667
data/raw/images/БП12-Г01-0794_orig.jpg,830,1920,0.4322916666666667
data/raw/images/БП12-Г01-0956_orig.jpg,568,1920,0.29583333333333334
data/raw/images/БП12-Г01-1007_orig.jpg,1080,448,2.4107142857142856
data/raw/images/БП12-Г01-1008_orig.jpg,1080,731,1.4774281805745555
data/raw/images/БП12-Г01-1016_orig.jpg,1080,449,2.4053452115812917
data/raw/images/БП12-Г01-1017_orig.jpg,794,1920,0.41354166666666664
data/raw/images/БП12-Г01-1036_orig.jpg,799,1920,0.4161458333333333
data/raw/images/БП12-Г01-1697_orig.jpg,1080,1347,0.8017817371937639
data/raw/images/БП12-Г01-1713_orig.jpg,1080,728,1.4835164835164836
data/raw/images/БП12-Г01-1956_orig.jpg,1080,645,1.6744186046511629
data/raw/images/БП12-Г01-1974_orig.jpg,1080,1444,0.7479224376731302
data/raw/images/БП12-Г01-1985_orig.jpg,974,1920,0.5072916666666667
data/raw/images/БП12-Г01-2474_orig.jpg,834,1920,0.434375
data/raw/images/БП12-Г01-2475_orig.jpg,1080,319,3.385579937304075
data/raw/images/БП12-Г01-2476_orig.jpg,1080,738,1.4634146341463414
data/raw/images/БП12-Г01-3217_orig.jpg,1080,1004,1.0756972111553784
data/raw/images/БП12-Г01-3218_orig.jpg,960,1920,0.5
data/raw/images/БП12-Г01-3220_orig.jpg,1080,1407,0.767590618336887
data/raw/images/БП12-Г01-3239_orig.jpg,1080,1509,0.7157057654075547
data/raw/images/БП12-Г01-3414_orig.jpg,1080,1656,0.6521739130434783
data/raw/images/БП12-Г01-3416_orig.jpg,1003,1920,0.5223958333333333
