image_file,image_width,image_height,aspect_ratio,analysis_width,analysis_height,foreground_ratio,bg_type,layout_mode,component_count,largest_component_ratio,second_component_ratio,has_scale_bar,has_overlay_text,border_brightness_mean,border_brightness_std,problem_score,bg_color_r,bg_color_g,bg_color_b,foreground_ratio_bin
data/raw/images/М102-2012-1-0837_orig.jpg,4320,5736,0.7531380753138075,121,160,0.17040289256198346,white_uniform,close_up,5,0.0690599173553719,0.06410123966942148,0,0,253.9682680901542,8.057372087976965,0.2835067010413003,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-1-0843_orig.jpg,3976,6040,0.6582781456953642,105,160,0.22172619047619047,white_uniform,single_object,7,0.08827380952380952,0.08738095238095238,0,0,252.18545597484274,14.303219543512107,0.41812772315239594,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-1-0847_orig.jpg,2792,6784,0.4115566037735849,66,160,0.28674242424242424,white_uniform,single_object,6,0.12121212121212122,0.11893939393939394,0,0,252.6815081120944,11.39884036594219,0.887808713589476,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-1-0851_orig.jpg,3624,5208,0.695852534562212,111,160,0.2079391891891892,white_uniform,single_object,4,0.15596846846846846,0.0294481981981982,0,0,253.6368388683887,9.352523323054157,0.36261751672553527,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-1-0942_orig.jpg,8160,4720,1.728813559322034,160,93,0.2803763440860215,white_uniform,single_object,5,0.0883736559139785,0.08595430107526882,0,0,251.6231884057971,17.88606183641012,0.5474353693785516,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-1-0949_orig.jpg,6084,7533,0.8076463560334528,129,160,0.24176356589147288,white_uniform,single_object,5,0.07398255813953489,0.07374031007751938,0,0,253.82331314878894,8.053087359060779,0.21363099444651124,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-1-1008_orig.jpg,8496,6321,1.3440911248220218,160,119,0.2611344537815126,light_photo,single_object,7,0.06202731092436975,0.06139705882352941,0,0,249.2029569892473,25.25294828471779,0.2957180410094213,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-2-0538_orig.jpg,3724,2140,1.7401869158878505,160,92,0.2717391304347826,light_photo,single_object,7,0.18355978260869565,0.04775815217391304,0,0,250.84747023809524,18.246990906230284,0.5539925303810606,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-2-0543_orig.jpg,7676,2679,2.8652482269503547,160,56,0.31629464285714287,white_uniform,single_object,5,0.13638392857142856,0.13314732142857144,0,0,250.88069058641977,15.32530092167729,1.0526549875829818,255.0,255.0,255.0,ge_0.30
data/raw/images/М102-2012-2-1028_orig.jpg,3276,7545,0.4341948310139165,69,160,0.35987318840579713,light_photo,single_object,4,0.16304347826086957,0.15489130434782608,0,0,250.06732168850073,19.562581176771587,0.8342619262289893,255.0,255.0,255.0,ge_0.30
data/raw/images/М102-2012-2-1068_orig.jpg,6791,2654,2.558779201205727,160,63,0.4307539682539683,white_uniform,multi_view,6,0.1947420634920635,0.1941468253968254,0,0,252.30979073243648,11.694828014896618,1.5395302702216385,255.0,255.0,255.0,ge_0.30
data/raw/images/М102-2012-2-1086_orig.jpg,6587,3184,2.0687814070351758,160,77,0.3163961038961039,white_uniform,single_object,4,0.14180194805194804,0.12215909090909091,0,0,252.37271448663853,11.693443091647989,0.7269597416764193,255.0,255.0,255.0,ge_0.30
data/raw/images/М102-2012-2-1095_orig.jpg,5195,2457,2.1143671143671146,160,76,0.38577302631578947,white_uniform,single_object,5,0.14884868421052633,0.13700657894736842,0,0,252.25697387005647,12.563853911817445,0.7487555310121488,255.0,255.0,255.0,ge_0.30
data/raw/images/М102-2012-2-1121_orig.jpg,4417,1817,2.430930104567969,160,66,0.28854166666666664,white_uniform,single_object,8,0.1963068181818182,0.052556818181818184,0,0,250.97529498525077,16.84701842404882,0.8882739432003552,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-2-1123_orig.jpg,4498,2020,2.226732673267327,160,72,0.2743923611111111,white_uniform,single_object,7,0.21692708333333333,0.01796875,0,0,251.80459770114945,14.963579681612421,0.8005353421240107,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-2-1125_orig.jpg,3809,1912,1.9921548117154813,160,80,0.176484375,white_uniform,close_up,9,0.100078125,0.0265625,0,0,251.18932291666667,17.762065751198293,0.6892168728672575,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-2-1166_orig.jpg,3954,2876,1.3748261474269818,160,116,0.26804956896551724,white_uniform,single_object,8,0.1325969827586207,0.0962823275862069,0,0,251.55004528985506,16.412060754901763,0.31832728488962486,255.0,255.0,255.0,0.15_0.30
data/raw/images/М102-2012-2-1181_orig.jpg,5471,3777,1.4485041037860735,160,110,0.5324431818181818,white_uniform,multi_view,6,0.23698863636363637,0.23579545454545456,0,0,251.35578703703703,13.478907655760048,0.970531371351369,255.0,255.0,255.0,ge_0.30
